time,temperature_2m_max(c),temperature_2m_min(c),temperature_2m_mean,precipitation_sum(mm),rain_sum(mm),snowfall_sum(cm),wind_speed_10m_max(km/h),wind_gusts_10m_max(km/h),wind_direction_10m_dominant
28-09-1983,16.8,7.6,11.6,0.2,0.2,0,15.5,29.2,38
29-09-1983,18.7,8.7,12.9,4,4,0,11.9,22,358
30-09-1983,15.6,5.3,9.9,0,0,0,10.9,18.4,186
01-10-1983,13.9,6.1,10.3,9.2,9.2,0,15.6,33.1,205
02-10-1983,16,6.7,10.7,0,0,0,15.9,27.7,214
03-10-1983,21.6,9.9,15.2,0,0,0,24.8,52.2,217
04-10-1983,17.4,6.4,12.1,0,0,0,30.8,55.1,310
05-10-1983,14.9,4.3,9.1,0,0,0,19.7,37.8,305
06-10-1983,15.8,2.1,8.7,0,0,0,17.3,33.8,30
07-10-1983,15.1,7,10.6,0,0,0,11.6,20.2,168
08-10-1983,18.4,10.9,13.7,0.8,0.8,0,18.2,32.8,193
09-10-1983,20.8,8,14.9,1,1,0,23.6,47.9,290
10-10-1983,13.4,1.8,7.8,0,0,0,23.7,45,335
11-10-1983,12.8,3.5,7.4,0,0,0,16.4,27.7,214
12-10-1983,17,5.4,11.2,0,0,0,17.8,38.5,212
13-10-1983,17.6,4.7,10.4,0,0,0,17.6,35.3,265
14-10-1983,20.9,9.7,14.4,0,0,0,23.2,42.8,208
15-10-1983,19.8,5,12,0,0,0,18,38.9,312
16-10-1983,19,-0.7,8.1,0,0,0,27.4,51.1,9
17-10-1983,7.4,-1.8,2.6,0,0,0,18.2,35.3,22
18-10-1983,8.7,1.3,4.9,0,0,0,11.8,24.1,84
19-10-1983,14.4,1.6,7.2,0,0,0,13,27.7,297
20-10-1983,14.3,4.7,8.5,0,0,0,17.8,29.9,217
21-10-1983,15.7,0.8,8.3,0,0,0,26,47.9,316
22-10-1983,7.8,-3.3,2.2,0,0,0,22.9,43.2,332
23-10-1983,6.9,-3.8,1,0,0,0,19.9,38.2,329
24-10-1983,7.9,-3,1.6,0,0,0,12,25.2,282
25-10-1983,9.7,1,6.4,2.9,2.9,0,18.8,33.1,188
26-10-1983,13,1.1,6.6,0,0,0,15.1,32.4,279
27-10-1983,14.6,0.9,7,0,0,0,15,26.6,269
28-10-1983,9.4,-3.4,2.5,0,0,0,19.3,36.7,31
29-10-1983,4.1,-2,0.8,0.6,0.3,0.21,15,29.5,63
30-10-1983,6.7,-4.9,0,0.1,0.1,0,11.2,20.5,3
31-10-1983,5.8,-2.1,1.2,0,0,0,13.4,23.8,202
01-11-1983,11.5,1.1,5.7,0,0,0,19.9,32.8,216
02-11-1983,9.4,-5.1,2.2,0,0,0,22.1,40.7,6
03-11-1983,8.1,-3.3,1.8,0,0,0,10.2,14,135
04-11-1983,12.3,-1.5,5.4,0,0,0,11.9,22.7,183
05-11-1983,10.6,-3.7,2.8,0,0,0,17.6,33.5,18
06-11-1983,9.3,-3.5,2.1,0,0,0,10.3,14.4,67
07-11-1983,10.9,-1.2,3.5,0,0,0,10.5,19.1,71
08-11-1983,11.4,-0.3,5.8,0,0,0,17.8,31,186
09-11-1983,14.1,6.3,10.6,10.8,10.8,0,28.5,55.4,203
10-11-1983,8.9,-1.9,3,2.2,2.2,0,22.7,42.5,266
11-11-1983,2.7,-4,-0.8,0,0,0,19.6,38.9,314
12-11-1983,-0.2,-6.7,-3.8,0,0,0,22.2,45.7,327
13-11-1983,2.4,-4.9,-2.6,0,0,0,10.5,17.6,213
14-11-1983,6.5,-3,2.6,0,0,0,23,39.6,195
15-11-1983,1.6,-7.4,-3.4,0,0,0,25,46.4,295
16-11-1983,-3.3,-10.5,-6.9,0,0,0,21.4,39.6,315
17-11-1983,-2,-8,-5,0,0,0.07,26.5,51.8,305
18-11-1983,1,-6.2,-3.6,0,0,0,9.8,21.6,207
19-11-1983,6.4,-5,-0.4,0,0,0,15.2,30.2,288
20-11-1983,1.4,-7,-3.7,0,0,0,11.7,25.2,297
21-11-1983,1.8,-6.8,-3.7,0,0,0,10.1,16.2,82
22-11-1983,5.2,-5.4,-0.4,0,0,0,17.3,30.6,200
23-11-1983,6.3,-7.6,-1.1,0,0,0.14,24.7,44.6,321
24-11-1983,-0.2,-8.5,-5,0,0,0,18.4,33.8,302
25-11-1983,-2.4,-10.2,-6.5,0,0,0,24.7,45.4,320
26-11-1983,-1.1,-9.2,-5,0,0,0,14.5,25.9,248
27-11-1983,1.7,-5.9,-3,0,0,0,16.3,27.7,187
28-11-1983,8,-2.9,3.5,0,0,0,31.5,55.1,197
29-11-1983,6.9,-5.5,-0.2,0,0,0,26,45.4,295
30-11-1983,-1.8,-5.5,-4.1,0,0,0,27.1,50.8,288
01-12-1983,6.9,-4.1,0.9,0,0,0,21.4,38.2,236
02-12-1983,6.8,-6.9,-0.2,0,0,0,26.6,45.7,326
03-12-1983,0.4,-6.2,-3.9,0,0,0,17.1,28.8,248
04-12-1983,5.8,-6.3,-1.7,0,0,0,13.7,25.9,340
05-12-1983,-1.4,-8,-5.3,0,0,0,11.4,25.2,35
06-12-1983,1.5,-7.4,-3.8,0,0,0,8.8,18.4,227
07-12-1983,1.9,-8,-3.9,0,0,0,11.9,25.9,343
08-12-1983,0.9,-7.4,-3.9,0,0,0,8.4,14.4,114
09-12-1983,4.3,-6.2,-1.4,0,0,0,18.3,33.5,226
10-12-1983,-1.6,-8.2,-5,0,0,0,17.6,34.6,312
11-12-1983,-2.1,-8,-5.7,0,0,0,15.8,28.1,234
12-12-1983,2.7,-7.7,-3.4,0,0,0,16.1,29.2,319
13-12-1983,-4.5,-11.7,-8.5,0,0,0,19.2,35.3,328
14-12-1983,-4.5,-11.4,-7.9,0,0,0,20.3,35.3,281
15-12-1983,-6.3,-12.5,-9.7,0,0,0,13.6,28.8,314
16-12-1983,-7.3,-15.8,-11.6,0,0,0,13.4,26.6,351
17-12-1983,-8.3,-15.7,-11.4,0,0,0,13.8,24.8,219
18-12-1983,-3,-13.4,-8.6,0,0,0,14.8,33.8,343
19-12-1983,-3,-13.3,-7.9,0,0,0,8.9,15.1,203
20-12-1983,0,-11.2,-3.8,0,0,0,18.1,36,204
21-12-1983,-2.9,-13.8,-7.5,0,0,0,16.1,31,331
22-12-1983,-9.2,-17.2,-13.3,0,0,0,26.4,48.6,309
23-12-1983,-6.9,-16.7,-11.3,0,0,0,20.7,38.5,265
24-12-1983,-10.7,-17,-14.5,0,0,0,17.2,32.8,278
25-12-1983,-5.3,-16.5,-11.4,0,0,0,16.7,34.6,258
26-12-1983,-9.8,-19.3,-14.7,0,0,0,14.2,28.4,355
27-12-1983,-13.3,-21.6,-17.5,0,0,0,16.7,31.7,358
28-12-1983,-14.9,-21.5,-18.4,0,0,0,16.9,32.4,356
29-12-1983,-14.1,-20.6,-17.5,0,0,0,15.5,30.2,359
30-12-1983,-8.8,-19.1,-13.7,0,0,0,10.7,23,305
31-12-1983,-6.4,-16.1,-11.8,0,0,0,9.7,22.7,317
01-01-1984,-5.9,-15.3,-11.2,0,0,0,14.2,25.2,32
02-01-1984,-10.8,-18.6,-14.1,0,0,0,17.2,33.5,2
03-01-1984,-12.2,-19.7,-16.2,0,0,0,20.2,41.4,352
04-01-1984,-11,-19.5,-15.9,0,0,0,8.7,19.8,326
05-01-1984,-8.6,-19,-13.4,0,0,0,8.4,19.1,199
06-01-1984,-4.9,-16.2,-11.8,0,0,0,9.2,18,304
07-01-1984,-5.8,-15.7,-11.6,0,0,0,12.3,26.3,287
08-01-1984,-2.5,-14.7,-8,0,0,0,13.3,23.8,241
09-01-1984,3.2,-10,-3.1,0,0,0,20.4,35.6,294
10-01-1984,-1.7,-13,-7.2,0,0,0,22.5,40.3,316
11-01-1984,-5.1,-13.1,-7.9,0,0,0.56,9.2,20.5,224
12-01-1984,-3.6,-12.6,-8.4,0,0,0,17.9,34.2,268
13-01-1984,-1.3,-12.6,-6.3,0,0,0.21,15.7,28.1,17
14-01-1984,-6.6,-16.1,-11.3,0,0,0,23,42.8,326
15-01-1984,-10.6,-18.8,-14.6,0,0,0,20.6,40.3,300
16-01-1984,-10.7,-19.6,-15.7,0,0,0,17.1,34.6,296
17-01-1984,-11,-19.5,-16.3,0,0,0,12.9,27,300
18-01-1984,-10,-19.4,-15.4,0,0,0,14.2,29.2,299
19-01-1984,-8.6,-19.2,-13.7,0,0,0,12.1,25.9,230
20-01-1984,-6.5,-18.3,-13.1,0,0,0,11.7,25.9,336
21-01-1984,-10.6,-17.6,-14.8,0,0,0,23.5,44.3,262
22-01-1984,-7.2,-18.7,-13.5,0,0,0,13.7,30.6,283
23-01-1984,-8.3,-20.6,-15.2,0,0,0,12.5,29.2,11
24-01-1984,-11.8,-21.5,-16.9,0,0,0,12.2,22.7,341
25-01-1984,-13.4,-21.5,-18,0,0,0,12.5,27,309
26-01-1984,-13,-21.3,-17.7,0,0,0,8.9,23.8,305
27-01-1984,-11.2,-20.7,-15.7,0,0,0,10.2,20.9,303
28-01-1984,-9.3,-18.6,-14.5,0,0,0,13.2,28.1,308
29-01-1984,-8.9,-18.2,-13.3,0,0,0,10,21.2,202
30-01-1984,-3.7,-17.1,-11.1,0,0,0,13.6,29.5,244
31-01-1984,-6,-16.6,-11.9,0,0,0,16.1,22,332
01-02-1984,-10.9,-21.1,-16,0,0,0,20.6,41.8,317
02-02-1984,-11.6,-20.4,-16.2,0,0,0,15.2,32.4,265
03-02-1984,-7.9,-18.3,-13.9,0,0,0,15.7,34.2,356
04-02-1984,-5.7,-18.3,-13,0,0,0,17.2,32.4,14
05-02-1984,-11.1,-20.2,-15.7,0,0,0,26.4,51.8,320
06-02-1984,-12.3,-19.7,-16.2,0,0,0,22.7,44.6,309
07-02-1984,-9.5,-18.6,-13.9,0,0,0,17,34.2,307
08-02-1984,-9.9,-18.2,-14.4,0,0,0,16.1,33.1,313
09-02-1984,-6.8,-17.7,-13.1,0,0,0,9.9,24.1,265
10-02-1984,-3.7,-16.3,-9.4,0,0,0,7.2,19.4,106
11-02-1984,-1.1,-11.4,-5.5,0,0,0.49,9.7,23.4,146
12-02-1984,-1.1,-13.4,-6.7,0,0,0.49,14.9,26.3,350
13-02-1984,-3.9,-15.4,-9.6,0,0,0,13.2,24.8,321
14-02-1984,-6.2,-15.3,-11,0,0,0,15.3,26.6,291
15-02-1984,-7.1,-16,-12.3,0,0,0,17.4,33.1,292
16-02-1984,-4.4,-15.6,-10.2,0,0,0,11.3,20.2,334
17-02-1984,-2.3,-14.3,-7.7,0,0,0,16.4,28.8,289
18-02-1984,-1.5,-12,-7.4,0,0,0,15.8,31,41
19-02-1984,2.8,-10.6,-4.1,0,0,0,23.4,48.6,248
20-02-1984,1.5,-9.3,-3.3,0,0,0,14,29.9,232
21-02-1984,2.4,-6.4,-3.3,0,0,0,15.6,32,35
22-02-1984,3.6,-6.9,-1.5,2.7,0,1.96,19,36.7,212
23-02-1984,3.6,-9.1,-3.2,0,0,0,14.5,31.3,318
24-02-1984,2.1,-7.3,-2.8,0,0,0,11.2,25.9,25
25-02-1984,3.7,-9.3,-2,0,0,0,20.1,39.6,271
26-02-1984,-4.2,-13.3,-8.5,0,0,0,25.8,49.7,305
27-02-1984,-3.8,-14.2,-9.1,0,0,0,18.1,36,306
28-02-1984,-5,-15,-10,0,0,0,24.5,50.4,307
29-02-1984,-2.5,-12.6,-7.9,0,0,0,12.6,22.7,52
01-03-1984,-1.8,-11.7,-7.2,0,0,0,14.9,32.8,334
02-03-1984,-1.8,-12.8,-7.3,0,0,0,16.5,34.2,319
03-03-1984,-1.7,-11.7,-7.2,0,0,0,12.2,25.9,300
04-03-1984,0.4,-9.4,-4.4,0,0,0,8.2,19.4,314
05-03-1984,1.7,-8.8,-3.8,0,0,0,13.6,27.7,315
06-03-1984,1.6,-8.1,-4.1,0,0,0,14,29.2,294
07-03-1984,2.8,-7.7,-3.3,0,0,0,16.8,36.4,300
08-03-1984,3.3,-6.3,-2.3,0.6,0,0.49,13.5,36.4,339
09-03-1984,-0.3,-10,-4.7,2.8,0,2.17,23.7,47.5,323
10-03-1984,0.6,-9.7,-4.9,0,0,0,18.5,37.1,297
11-03-1984,0,-10.3,-5.6,0,0,0,17.8,34.9,313
12-03-1984,3.4,-7.6,-3.5,0,0,0,21.7,41.8,287
13-03-1984,4.4,-5.1,-1.6,0,0,0,13.8,26.6,137
14-03-1984,7.9,-2.9,1.2,0,0,0,27.7,59.4,192
15-03-1984,6.1,-3.2,1.8,5.7,1.9,2.73,35.8,68.4,207
16-03-1984,3.1,-5.7,-1.5,0.1,0,0.14,34.7,62.3,317
17-03-1984,3.1,-7.9,-3.5,0,0,0,21.5,38.9,349
18-03-1984,1.6,-8,-3.4,0,0,0,11.9,25.2,8
19-03-1984,3.4,-7.5,-2.8,0,0,0,13.3,29.2,17
20-03-1984,2.4,-7,-2.7,0,0,0,31.4,58.3,353
21-03-1984,3.7,-4.3,-1,0,0,0,18.7,34.2,202
22-03-1984,7.6,-3.1,1.8,0,0,0,27.4,57.2,202
23-03-1984,4.3,-6.4,-0.7,0.8,0.3,0.35,19.2,39.2,294
24-03-1984,4.9,-6,-1.5,0,0,0.07,23.8,47.2,288
25-03-1984,2,-6.6,-2.7,0,0,0,23.2,46.1,280
26-03-1984,7,-6.5,-0.3,0,0,0,22.5,47.9,301
27-03-1984,2.7,-3.8,-0.7,0.4,0,0.28,27.9,50.4,204
28-03-1984,7.3,-4,1,0.4,0.4,0.14,17.3,32.4,11
29-03-1984,5.7,-5,0.1,0,0,0,22.6,41.4,25
30-03-1984,5.6,-5.8,-0.5,0,0,0,24.4,46.1,15
31-03-1984,8.3,-5,1.1,0,0,0,10.1,22.3,10
01-04-1984,10.5,-0.9,4.1,1.4,0,0.98,26.1,50.8,176
02-04-1984,13.2,3.1,6.9,0.2,0.2,0,37.3,69.8,205
03-04-1984,13.9,1.2,6.7,0.4,0.4,0,25,51.5,215
04-04-1984,12.5,-3.2,5.8,2.7,1.5,0.84,35.7,65.5,352
05-04-1984,1,-4.6,-2.2,0,0,0,34.2,67,296
06-04-1984,8.5,-3.9,1.5,0,0,0,20.7,42.8,310
07-04-1984,8.4,-3.5,1.7,0,0,0,15.3,35.6,52
08-04-1984,13.4,2.5,7.6,3.9,3.9,0,29.1,53.6,203
09-04-1984,14.1,-3.2,5.8,0,0,0,19.2,37.8,285
10-04-1984,14.1,-3.2,5.2,0,0,0,17.3,33.8,316
11-04-1984,15.8,0.5,7.7,0.3,0.3,0,14.4,25.6,73
12-04-1984,7.4,-2.3,2.7,11.5,11.5,0,12.1,33.5,71
13-04-1984,14.7,1.1,9.3,9.8,9.8,0,23.4,54,176
14-04-1984,14.4,2.5,7.9,0,0,0,21.2,42.8,289
15-04-1984,13.5,6.3,9.4,3.5,3.5,0,11.3,24.5,128
16-04-1984,14.8,5.3,10.3,0.9,0.9,0,31.4,57.6,255
17-04-1984,13.1,-1.4,6,0,0,0,30.5,58,303
18-04-1984,17.4,5.5,10.7,0,0,0,24.3,45.7,197
19-04-1984,18.4,8.1,12.5,0,0,0,39.2,71.6,196
20-04-1984,11.3,3.5,7.4,2.5,2.5,0,35.3,67.7,210
21-04-1984,14.6,-0.7,7.8,0,0,0,18.3,36.7,287
22-04-1984,15.4,2.1,9.1,0,0,0,15.3,26.3,200
23-04-1984,17.8,3.5,10.4,0,0,0,15.1,25.9,77
24-04-1984,23,12.1,16.6,0,0,0,27.1,51.5,182
25-04-1984,20.9,8.8,14.6,0,0,0,31,63.4,184
26-04-1984,18.6,2.3,9.7,12.3,12.3,0,28.3,58,232
27-04-1984,13.9,-0.2,7.6,0,0,0,11.2,25.9,199
28-04-1984,17.4,2.7,10.1,0,0,0,13.6,31.7,190
29-04-1984,16.4,5.6,10.6,8.1,8.1,0,19.2,42.5,193
30-04-1984,11.5,3.4,6.7,4.4,4.4,0,15.9,36.4,160
01-05-1984,18.5,3.5,11,0,0,0,21.3,38.5,15
02-05-1984,19.6,5.5,13.1,0,0,0,10.4,19.4,181
03-05-1984,22,5.3,14.2,0.5,0.5,0,14.1,36,186
04-05-1984,21.9,8.1,14.6,0,0,0,16,31,233
05-05-1984,23.4,5.7,13.4,1.9,1.9,0,29.5,63.7,238
06-05-1984,20.8,5.8,13.6,0,0,0,24.7,45.4,327
07-05-1984,20.8,7.5,13.6,1.9,1.9,0,23,35.6,74
08-05-1984,19.3,4.6,12.3,0,0,0,19.1,38.5,352
09-05-1984,23.1,11.7,16.9,0,0,0,22,40.3,165
10-05-1984,23.8,11,17.1,0,0,0,28.5,56.9,277
11-05-1984,21.6,9.2,15.4,0,0,0,14.4,29.9,338
12-05-1984,22.6,8.1,15.3,0,0,0,12.4,28.4,178
13-05-1984,23.9,7.1,16.2,0.1,0.1,0,16.5,36.7,246
14-05-1984,21.5,6.1,14.7,0.1,0.1,0,26.1,49.7,307
15-05-1984,21.6,10.5,16.3,0,0,0,13.4,28.1,36
16-05-1984,24.8,8.5,17.4,0,0,0,11.2,25.6,152
17-05-1984,27.5,14.9,20.7,0.2,0.2,0,22.6,46.1,188
18-05-1984,26.3,11.9,19.7,0.1,0.1,0,16.1,42.8,223
19-05-1984,26.2,11.8,19.7,0,0,0,19,43.9,193
20-05-1984,27.6,13,20.7,0,0,0,25.5,50.8,197
21-05-1984,25.2,15.1,20.1,0,0,0,31.1,58.3,204
22-05-1984,26.6,15.4,20.2,0,0,0,32.2,60.5,204
23-05-1984,27.6,15.1,21.4,0,0,0,19.9,43.2,204
24-05-1984,28.9,14.7,22,0,0,0,21.2,46.1,197
25-05-1984,23.2,13.1,18.6,2,2,0,24,46.8,197
26-05-1984,20,14.4,17,0.1,0.1,0,27.9,55.8,192
27-05-1984,26.2,15.2,18.7,15.9,15.9,0,31.1,60.8,193
28-05-1984,20.5,13.7,16.5,5.1,5.1,0,20.5,42.5,194
29-05-1984,24.1,14,18.1,3.2,3.2,0,15.6,35.6,208
30-05-1984,25.2,14.1,19.3,0,0,0,11.4,29.5,173
31-05-1984,28.6,15.7,22.6,0,0,0,16.4,30.6,182
01-06-1984,30.3,17.8,24.2,0,0,0,27.5,48.2,192
02-06-1984,29.2,20.5,24.1,0,0,0,39.1,72,199
03-06-1984,23.4,16.9,19.6,7.7,7.7,0,30.4,77.4,197
04-06-1984,19.5,17.3,18.1,3.2,3.2,0,26.1,46.8,178
05-06-1984,22.8,16,18.6,4.1,4.1,0,27.9,61.9,204
06-06-1984,26.9,12.4,19.3,0,0,0,29.5,54,214
07-06-1984,29,18,22.7,0,0,0,32.5,57.2,214
08-06-1984,27.6,15.8,21.1,4.2,4.2,0,22.2,47.2,201
09-06-1984,25.9,14.8,18.4,18.4,18.4,0,23.2,45,217
10-06-1984,26.5,12.8,19.5,0.5,0.5,0,15.1,30.6,204
11-06-1984,25.9,13.5,20.1,0,0,0,11.3,29.5,168
12-06-1984,26.9,15.4,20.4,2.3,2.3,0,17.3,33.5,153
13-06-1984,27.4,16.4,21.9,0,0,0,15.7,33.5,181
14-06-1984,25.3,19.1,22.5,0,0,0,17.9,32,183
15-06-1984,28.4,19,23.5,1.6,1.6,0,10.8,23,123
16-06-1984,21.4,18.4,19.9,38,38,0,27.7,51.1,58
17-06-1984,21.9,17.5,19.5,10.8,10.8,0,12.4,25.9,152
18-06-1984,25.3,18.4,20.8,19.7,19.7,0,16.9,35.3,221
19-06-1984,25.9,12.4,19.5,0.4,0.4,0,24,51.5,16
20-06-1984,25.8,13.7,20.2,0,0,0,12,25.9,81
21-06-1984,26.6,14,20.6,0,0,0,12.4,24.8,197
22-06-1984,26.1,15.7,21.2,0,0,0,9.7,18.7,223
23-06-1984,27.9,18.7,23.3,0,0,0,26.8,44.6,195
24-06-1984,23.2,18,20.7,6.8,6.8,0,29.1,54.4,200
25-06-1984,25.5,16.2,20.3,13.1,13.1,0,23.1,47.2,182
26-06-1984,24.2,14.4,19.5,0,0,0,21.4,42.1,298
27-06-1984,27.6,15.8,21.9,0,0,0,8,26.3,10
28-06-1984,26.9,18.7,22.7,0,0,0,16.3,32.4,190
29-06-1984,28.2,20.6,24,1.1,1.1,0,27.8,51.1,194
30-06-1984,28.5,20.5,24.2,0,0,0,35.7,64.8,199
01-07-1984,24.2,20.2,21.7,38.2,38.2,0,28.5,57.6,218
02-07-1984,25,16.3,20.7,0.2,0.2,0,14,23.4,322
03-07-1984,26.8,14.9,21.5,0,0,0,15.6,29.5,22
04-07-1984,28.1,17.1,23.1,0.1,0.1,0,13,22.3,68
05-07-1984,27.4,18.2,22.6,2.3,2.3,0,16.9,33.1,252
06-07-1984,26.3,19.5,22.8,0.4,0.4,0,9.3,21.6,127
07-07-1984,22,18,20.2,12.7,12.7,0,21.4,40.7,203
08-07-1984,27.8,20,22.9,0,0,0,22.1,41.8,200
09-07-1984,25.3,20.1,22.5,7.3,7.3,0,17.6,39.6,197
10-07-1984,28.1,19.7,23.7,0,0,0,16.2,28.1,185
11-07-1984,29.1,20.3,24.6,6.8,6.8,0,20.3,41,194
12-07-1984,24.4,16.9,21.1,14.3,14.3,0,20.1,39.6,236
13-07-1984,27.1,17.1,22,0,0,0,20.5,36.4,249
14-07-1984,28,16.1,22.3,0,0,0,17.8,36.7,269
15-07-1984,26.2,18.2,22.1,1.8,1.8,0,10.2,32.4,281
16-07-1984,27.1,17.4,23.1,0,0,0,11.6,28.4,19
17-07-1984,28.1,16.9,23.2,0,0,0,9.6,21.6,60
18-07-1984,29,18.3,24.3,0,0,0,8.7,14.4,134
19-07-1984,30.4,19.9,25.4,0,0,0,9.4,20.5,163
20-07-1984,30.4,20.1,25.5,0,0,0,16.8,32,190
21-07-1984,29.1,20.3,25.2,0,0,0,18.8,39.2,192
22-07-1984,30,20.9,25.1,2.8,2.8,0,15.8,35.3,185
23-07-1984,25.8,16.7,21.6,15.2,15.2,0,15.2,37.8,271
24-07-1984,29.2,20.6,24.7,0,0,0,17.3,33.5,181
25-07-1984,31.5,22.7,26.6,0,0,0,20,38.2,186
26-07-1984,24.9,19.5,22.1,8.7,8.7,0,19.9,39.2,171
27-07-1984,28.5,21.5,24.5,0,0,0,20.3,43.2,190
28-07-1984,30.5,21.6,25.9,0,0,0,20.8,38.5,195
29-07-1984,32,22.5,27.5,0,0,0,8,16.9,91
30-07-1984,31.6,23.9,27.7,1.1,1.1,0,11.4,26.6,177
31-07-1984,30.5,23.7,27.3,0,0,0,23.4,52.6,201
01-08-1984,31.8,23.6,27.1,2.1,2.1,0,21.1,42.8,211
02-08-1984,30.5,23.4,26.9,0,0,0,22.2,40,195
03-08-1984,30.1,25.1,27,1.8,1.8,0,33.3,53.6,192
04-08-1984,27.9,21.6,24.1,18.3,18.3,0,33.9,58.3,219
05-08-1984,30.9,24.5,27.3,0,0,0,22.7,43.2,188
06-08-1984,29.4,21.7,25.8,4.6,4.6,0,33.4,61.2,194
07-08-1984,29,22.5,24.7,0.5,0.5,0,20.6,42.1,185
08-08-1984,30.1,24.4,26.7,0.2,0.2,0,31.6,58.7,199
09-08-1984,26.5,23.1,24.3,19.6,19.6,0,25.1,46.8,194
10-08-1984,25,19.8,23.4,79.9,79.9,0,38.7,99.4,175
11-08-1984,26.4,19.1,22.4,0,0,0,19.7,41.4,4
12-08-1984,26.7,22.2,24,49.3,49.3,0,28.7,59,189
13-08-1984,25,14.6,20.7,12.1,12.1,0,24,42.8,262
14-08-1984,21.9,13.3,17.9,0,0,0,15.5,30.2,351
15-08-1984,23,13.7,18.7,0.2,0.2,0,19.5,33.8,13
16-08-1984,25.2,17,20.8,0,0,0,11.9,22.7,199
17-08-1984,27,16.3,21.7,0,0,0,18.1,36.7,186
18-08-1984,27.2,17.8,22.4,0,0,0,9.6,23,144
19-08-1984,28,19.7,23.8,0,0,0,11.7,26.3,189
20-08-1984,28.9,20.7,24.8,7.3,7.3,0,12.9,38.2,205
21-08-1984,26.1,17.1,21.7,9.5,9.5,0,18.6,35.6,4
22-08-1984,27.2,18.8,23.3,0,0,0,11.6,22.7,106
23-08-1984,27.9,19.7,23.6,4.3,4.3,0,12.8,30.6,172
24-08-1984,24.1,19.3,21,32,32,0,22,37.4,168
25-08-1984,27.9,20.2,23.1,2.5,2.5,0,24.5,53.3,208
26-08-1984,28.6,19.8,24.4,0.2,0.2,0,21.5,43.9,213
27-08-1984,29.5,18.6,23.6,0,0,0,15,28.1,47
28-08-1984,26.9,18.1,22.5,0,0,0,11.8,28.4,11
29-08-1984,26.1,19.7,22,2.2,2.2,0,13.6,22.7,199
30-08-1984,25.5,17.6,21.2,1.6,1.6,0,15.9,27.7,14
31-08-1984,23.5,14.5,19.1,0,0,0,19.6,36,18
01-09-1984,23.4,14.5,18.7,0,0,0,24.2,44.6,25
02-09-1984,24,13.1,18.6,0,0,0,22.8,42.8,30
03-09-1984,24.6,14,19.1,0,0,0,11.2,26.3,19
04-09-1984,24.1,13.2,19.2,0,0,0,10.1,23.4,49
05-09-1984,25.6,18.2,21.4,0,0,0,21.6,38.9,188
06-09-1984,22.1,19,20.4,1.2,1.2,0,28.1,66.6,190
07-09-1984,25.4,17.4,20.2,13.1,13.1,0,23.6,47.2,201
08-09-1984,22.6,10.6,16.4,0,0,0,14.8,28.4,287
09-09-1984,20.4,10.7,15.8,0,0,0,19.3,38.5,293
10-09-1984,20.2,11.4,15.6,0,0,0,15.8,33.5,291
11-09-1984,18,12.1,15.1,3.3,3.3,0,16.6,30.6,344
12-09-1984,22.2,10.9,16.4,0,0,0,14.3,30.2,344
13-09-1984,21.9,9.9,15.8,0,0,0,12.4,25.9,80
14-09-1984,24.7,14.6,18.9,0.2,0.2,0,14.8,29.9,184
15-09-1984,24.8,14.4,18.7,1,1,0,19.1,45.7,208
16-09-1984,23.4,12,17.9,10.5,10.5,0,17.8,41.4,235
17-09-1984,18.4,7,13.3,0,0,0,21.6,36.7,8
18-09-1984,19.2,8.4,13.5,0,0,0,8.7,19.8,118
19-09-1984,20.9,9.4,14.6,0,0,0,11.6,22.7,186
20-09-1984,23.7,13,17.6,0,0,0,17.1,39.6,193
21-09-1984,25.1,14,18.9,0,0,0,17.9,38.9,190
22-09-1984,23.2,16.5,19.4,3.3,3.3,0,27.6,52.6,204
23-09-1984,23.4,10.8,17.5,0,0,0,16,36.4,262
24-09-1984,17.8,5.7,11.7,0,0,0,25.2,47.5,303
25-09-1984,15,4.7,10.1,0,0,0,19.6,39.6,292
26-09-1984,16.5,6.2,10.5,0,0,0,15.3,29.2,48
27-09-1984,17.5,8.9,12.1,0.2,0.2,0,15.6,28.1,75
28-09-1984,14.8,10.2,12.9,21.4,21.4,0,15.4,33.8,196
29-09-1984,17.4,10.2,13,0,0,0,23.3,41.4,204
30-09-1984,24.1,8.6,16.4,2.2,2.2,0,26.4,52.2,265
01-10-1984,16.7,7.2,11.2,0,0,0,20.5,37.8,25
02-10-1984,13.1,5.4,8.8,2.7,2.7,0,24.2,45,308
03-10-1984,14.3,2.5,8.3,0,0,0,23.8,43.9,292
04-10-1984,10.7,1.3,5.9,0,0,0,28,51.5,295
05-10-1984,11,-0.3,5.4,0,0,0,15.6,30.2,50
06-10-1984,14.3,5.8,10.5,0,0,0,24.3,42.8,164
07-10-1984,20,12.8,15.7,0,0,0,33.6,65.9,197
08-10-1984,20.7,13.9,16.6,0.3,0.3,0,31.6,67.3,199
09-10-1984,19.9,13.4,15.7,28.6,28.6,0,29.3,63.7,197
10-10-1984,18.5,13.3,15.5,2.9,2.9,0,21.3,38.5,161
11-10-1984,22.2,4.3,15.8,5.8,5.8,0,36.9,69.5,220
12-10-1984,12,2,6.5,0.2,0.2,0,12.8,26.3,226
13-10-1984,15.1,4.5,9.6,0,0,0,20.8,41,204
14-10-1984,16.6,5.7,10.2,0,0,0,15.9,28.8,159
